is_number,title,year,status,category,keywords,related_service,source_url
IS 15833 : 2009,Stainless steel Tower Bolts,2009,Mandatory (QCO),Compulsory Certification,"Stainless, steel, Tower, Bolts",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 6623 : 2004,High Strength Structural Nuts,2004,Mandatory (QCO),Compulsory Certification,"High, Strength, Structural, Nuts",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 14756 : 2022,Stainless Steel Cookware,2022,Mandatory (QCO),Compulsory Certification,"Stainless, Steel, Cookware",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1660:2024,Wrought Aluminium Utensils,2024,Mandatory (QCO),Compulsory Certification,"Wrought, Aluminium, Utensils",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 13983:1994,Stainless Steel Sinks for Domestic Purposes,1994,Mandatory (QCO),Compulsory Certification,"Stainless, Steel, Sinks, Domestic, Purposes",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 18427:2024,Three piece round open top metal cans for foods and beverages,2024,Mandatory (QCO),Compulsory Certification,"Three, piece, round, open, metal, cans",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 14407:2023,Aluminium cans for beverages,2023,Mandatory (QCO),Compulsory Certification,"Aluminium, cans, beverages",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 17153:2019,Domestic Gas Stoves for use with Piped Natural Gas (PNG),2019,Mandatory (QCO),Compulsory Certification,"Domestic, Stoves, with, Piped, Natural",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 15683 : 2018,Portable Fire Extinguishers,2018,Mandatory (QCO),Compulsory Certification,"Portable, Fire, Extinguishers",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 16018:2012,Wheeled Fire Extinguishers,2012,Mandatory (QCO),Compulsory Certification,"Wheeled, Fire, Extinguishers",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 374:2019,Electric Ceiling Type Fans,2019,Mandatory (QCO),Compulsory Certification,"Electric, Ceiling, Type, Fans",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1659:2004,Block Boards,2004,Mandatory (QCO),Compulsory Certification,"Block, Boards",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 12823:2015,Prelaminated particle boards from wood and other Lignocellulosic material,2015,Mandatory (QCO),Compulsory Certification,"Prelaminated, particle, boards, from, wood, other",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 3087:2005,Particle boards of wood and other lignocellulosic materials (medium density) for general purpose,2005,Mandatory (QCO),Compulsory Certification,"Particle, boards, wood, other, lignocellulosic, materials",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 12406:2021,Medium density fibre boards for general purpose,2021,Mandatory (QCO),Compulsory Certification,"Medium, density, fibre, boards, general, purpose",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 3097:2006,Veneered particle boards,2006,Mandatory (QCO),Compulsory Certification,"Veneered, particle, boards",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1726:1991,Cast iron man hole covers and frames,1991,Mandatory (QCO),Compulsory Certification,"Cast, iron, hole, covers, frames",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1729:2002,Cast iron/ductile iron drainage pipes and pipe fittings for over ground non-pressure pipelines socket and spigot series,2002,Mandatory (QCO),Compulsory Certification,"Cast, iron, ductile, drainage, pipes, pipe",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1879:2010,Malleable cast iron pipe fittings,2010,Mandatory (QCO),Compulsory Certification,"Malleable, cast, iron, pipe, fittings",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 13349:1992,Cast iron single faced thimble mounted sluice gates,1992,Mandatory (QCO),Compulsory Certification,"Cast, iron, single, faced, thimble, mounted",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 210:2009,Grey iron castings,2009,Mandatory (QCO),Compulsory Certification,"Grey, iron, castings",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1537:1976,"Vertically cast – iron pressure pipes for water, gas and sewage",1976,Mandatory (QCO),Compulsory Certification,"Vertically, cast, iron, pressure, pipes, water",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 17293:2020,Electric Cable for Photovoltic Systems for rated voltage 1500V DC,2020,Mandatory (QCO),Compulsory Certification,"Electric, Cable, Photovoltic, Systems, rated, voltage",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 17505(Part 1): 2021,"Thermosetting Insulated, Fire Survival Cables for working voltage upto and including 1100V AC and 1500V DC",2021,Mandatory (QCO),Compulsory Certification,"Thermosetting, Insulated, Fire, Survival, Cables, working",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 617:1994,Cast aluminium and its alloys – Ingots and castings for general engineering purposes,1994,Mandatory (QCO),Compulsory Certification,"Cast, aluminium, alloys, Ingots, castings, general",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 11890 : 1987,High purity primary aluminum ingot for remelting for special applications,1987,Mandatory (QCO),Compulsory Certification,"High, purity, primary, aluminum, ingot, remelting",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 6754:1972,Aluminum alloy ingots for remelting for general engineering purpose,1972,Mandatory (QCO),Compulsory Certification,"Aluminum, alloy, ingots, remelting, general, engineering",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2590 : 1987,Primary aluminium ingots for remelting for general engineering purpose,1987,Mandatory (QCO),Compulsory Certification,"Primary, aluminium, ingots, remelting, general, engineering",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 4026 : 2023,Aluminum ingots billets and wire bars (EC GRADE),2023,Mandatory (QCO),Compulsory Certification,"Aluminum, ingots, billets, wire, bars, GRADE",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 191:2007,Copper,2007,Mandatory (QCO),Compulsory Certification,Copper,Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 7506:1987,Nickel Powder,1987,Mandatory (QCO),Compulsory Certification,"Nickel, Powder",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 303 : 1989,Plywood for general purposes,1989,Mandatory (QCO),Compulsory Certification,"Plywood, general, purposes",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2202 (Part 1) : 1999,Wooden flush door shutters (solid core type) – Plywood face panels,1999,Mandatory (QCO),Compulsory Certification,"Wooden, flush, door, shutters, solid, core",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 710 : 2010,Marine plywood,2010,Mandatory (QCO),Compulsory Certification,"Marine, plywood",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 5509 : 2021,Fire retardant plywood,2021,Mandatory (QCO),Compulsory Certification,"Fire, retardant, plywood",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1328 : 1996,Veneered decorative plywood,1996,Mandatory (QCO),Compulsory Certification,"Veneered, decorative, plywood",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2191 (Part 2): 2022,Wooden flush door shutters (cellular and hollow core type) – Particle board and hardboard face panels,2022,Mandatory (QCO),Compulsory Certification,"Wooden, flush, door, shutters, cellular, hollow",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2191 (Part 1): 2022,Wooden flush door shutters (cellular and hollow core type) – Plywood face panels,2022,Mandatory (QCO),Compulsory Certification,"Wooden, flush, door, shutters, cellular, hollow",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 2202 (Part 2): 2022,"Wooden Flush Door Shutters (Solid core type) – Particle board, High Density Fibre Board, Medium Density Fibre Board and Fibre Hardboard Face Panels",2022,Mandatory (QCO),Compulsory Certification,"Wooden, Flush, Door, Shutters, Solid, core",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 4990 : 2011,Plywood for concrete shuttering works – Specification,2011,Mandatory (QCO),Compulsory Certification,"Plywood, concrete, shuttering, works, Specification",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 10701 : 2012,Structural plywood – Specification,2012,Mandatory (QCO),Compulsory Certification,"Structural, plywood, Specification",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 1921: 2005,Flux Cored Solder Wire,1921,Mandatory (QCO),Compulsory Certification,"Flux, Cored, Solder, Wire",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 15155 : 2020,Bar or wire Wrapped Steel Cylinder Pipes with Mortar Lining and Coating Including Specials,2020,Mandatory (QCO),Compulsory Certification,"wire, Wrapped, Steel, Cylinder, Pipes, with",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 16651 : 2017,High Strength deformed stainless steel bars and wires for concrete reinforcement,2017,Mandatory (QCO),Compulsory Certification,"High, Strength, deformed, stainless, steel, bars",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 6392 : 2020,Steel Pipe Flanges,2020,Mandatory (QCO),Compulsory Certification,"Steel, Pipe, Flanges",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
IS 6913 : 1973,Stainless steel tubes for the food and beverage industry,1973,Mandatory (QCO),Compulsory Certification,"Stainless, steel, tubes, food, beverage, industry",Product Certification (Scheme I),https://www.bis.gov.in/product-certification/products-under-compulsory-certification/scheme-i-mark-scheme/?lang=en
